"kappa","beta","tau","psi"
0.723913249676519,0.401592072913012,0.631686484740124,0.602960954868171
0.574524829975416,0.306785415948427,1.2253684896708,0.486554172269737
0.508805130124545,0.0116277975286132,1.28103622063519,1.08281361257198
0.658891534961306,0.205703697674057,0.927815024905247,0.90445469164925
0.703829324142879,0.347708258806957,0.709624939353661,0.48410491558087
0.712941871105622,0.418088329719503,0.845099131465049,0.554149029092918
0.710102699645813,0.304926329602838,0.650529541994797,0.662160011762939
0.517461962513784,-4.44089209850063e-16,1.13878976846747,0.356253917957255
0.594946181906852,0.18126311718844,0.957547225972201,0.355879346552356
0.575357579261683,0.131269585099519,1.09897458487076,0.929996275606217
0.562102331825538,0.00992440729461652,0.942355781911443,0.937713281287228
0.643727674104173,0.207642021948306,0.879280100310901,0.474754952230059
0.713854921514399,0.191434149040832,0.748555525318333,1.30640809013966
0.599251107872509,0.181462600165276,1.08362500431274,0.429686122938566
0.499269931727684,0.220454772160942,1.30790693832729,0.225085867538249
0.651654280903835,0.356986912483189,0.854143703223796,0.891776229106908
0.506414987200427,0.133767928940912,1.23001385189654,0.720866027314123
0.529006427820673,0.188395108420709,1.03806983308324,0.798143268257325
0.532927357059669,0.101504096156033,1.32088143423526,0.0890907465886939
0.433957075680773,0.149730093675166,1.50567417868914,0.494125670345768
0.759255871169811,0.48264899579309,0.616304969805284,0.659899647281193
0.694473700919555,0.156919299681183,0.68682312033284,1.83949668178599
0.679375044330028,0.245307901417118,0.697679903537859,0.826933086084975
0.563053515898726,0.252262929887414,1.07488835088913,0.517907614337444
0.622773150725294,0.105023634094729,1.07886878892566,0.78104971220623
0.620455779719611,0.250509774595663,1.0353966329249,1.14023293200846
0.606780686843013,0.265435625531272,1.10258695409219,0.995592479081748
0.586116863644656,0.21530343410777,1.13403979361364,0.616684309317682
0.52155425978306,0.0748215148143849,1.24204514160318,1.0726680816025
0.404940781970705,0.0297242203825264,1.42576188639819,0.62406621439358
0.608661506585212,0.261602879352871,0.932950968300855,0.842029252843544
0.573968500091698,0.200706673660888,1.11109015176085,0.722119625667101
0.580169338153283,0.3285180325223,1.09491836609624,0.788105952129854
0.518545610397812,0.0161831822110489,1.49443442532519,0.39599333476384
0.41501023581356,0.0767349520125034,1.72688978387837,0.00857939183741441
0.428646443277871,0.131443199389829,1.45580886252799,2.22044604925031e-16
0.596051634535451,0.0516853639725284,1.06642368482641,1.01920028673945
0.65804990125596,0.302939986192702,0.823415837775648,0.652414699341784
0.577173229052156,0.0927186849494928,1.05706692736961,0.848240933190024
0.646926108724557,0.503734043360204,0.932115072967169,0.509063698966176
0.529377146505205,0.0225091935390329,1.28009416150584,0.37138648827372
0.438445080632039,0.180545960133869,1.30505363261114,0.0991259454173168
0.623471073718876,0.217830490607519,1.08741553909989,0.234988436683009
0.645709371807489,0.24729312626649,0.901315358121748,1.03963029997346
0.792877163269077,0.441966664445989,0.481353472562665,1.09884036610625
0.646779311095511,0.229194587907893,0.902832080839874,1.05730106504684
0.586612570827865,0.0675560232157273,1.21866614119946,0.20535439900215
0.551709950006046,0.134784374623999,1.22293525638351,0.568580708025086
0.731358743261259,0.384156229376053,0.663006621631212,1.24790363322808
0.511872547051933,0.241262183443657,1.17150588707536,0.478324364346034
0.679511984629685,0.366624930955434,0.73327657916728,0.688521439513859
0.519959869703628,0.181074927737715,1.05032780508846,0.206037984021934
0.66787882533878,0.265532451262221,0.854215661228659,0.381648284597717
0.620860662982623,0.158913166601193,0.885669491272593,0.986183139468217
0.594615953563782,0.151648965739949,0.934004842989047,0.817892572470403
0.456234975404577,7.7715611723761e-16,1.14408161174877,0.415276133670507
0.68847231209842,0.160799560832617,1.00436526579469,2.01651377040162
0.469672442233204,0.0151386035600408,1.09035345876853,0.263210393934108
0.50204727341399,0.136874312201091,1.27276716915384,0.432665181316333
0.622958864812112,0.391151636902023,1.00292941959978,0.502063648534255
0.473136955237044,0.195925169418704,1.46889416879912,0.592219533699084
0.456863534656854,0.328923752011137,1.35784116335786,0.362786245804483
0.545379287402841,0.202686760322987,1.15291812714639,0.334749968698609
0.507752201735734,-2.88657986402541e-15,1.30544116099683,0.343348878300854
0.625333697739869,0.124387916674522,1.01609501172948,1.03750048875618
0.660220817352805,0.249241057742997,0.815470038353268,0.20436063386258
0.627356418278763,0.194029278370273,0.831740474401801,0.665243774639084
0.471863222819075,0.159349191678782,1.43019439260594,0.478906372983942
0.677513488632793,0.160425702655638,0.950690235510526,1.61440963852307
0.411856862402636,0.0161818047789222,1.38096008707861,0.315324453667321
0.436427896493068,0.00168131940477145,1.47205033436011,0.27172227004678
0.629413619833644,0.0551482136136723,0.963524588432525,1.36660454562894
0.405880991137636,-2.22044604925031e-16,1.31894419967445,0.000305195048547979
0.53494469763423,0.000614424917078527,1.21658467098885,0.668796615959366
0.714676483948943,0.256727664767541,0.724721730769686,1.19346367326955
0.527856632675165,0.0659971857299979,1.34466431014113,0.68639195344731
0.590445161502844,0.232784833468039,0.901020644693743,0.41186173055867
0.703562201409616,0.600385961851361,0.729236984532346,0.575500502829982
0.730600944369722,0.306749386156995,0.743541393539567,1.3471742360101
0.483485807312815,0.169105072402278,1.20451109734652,0.163498877475554
0.700642409403031,0.225263505374831,0.803475773162266,0.720489080840906
0.34249741060765,0.0632778909856508,1.73054681528067,0.510992406386613
0.629812361762104,0.27251787406625,1.02912163430135,0.426940305834673
0.57781633802339,0.0474112568062449,1.05039295099781,0.76119240863753
0.620804418121001,0.296782970808531,0.858498797374053,0.996456958200039
0.572351958619756,0.197922118714945,1.14951793523009,0.556504985191861
0.605156120419082,0.150220204988341,0.982371572397323,0.674044830246118
0.675697583722074,0.132454674944899,0.74589555743923,1.49756181186067
0.52378153617089,0.134314983417751,1.20007052884936,0.50148044530344
0.621238797537328,0.217758747793416,0.79236843555191,0.58001978704135
0.591876378614621,0.203850759315561,1.00724909757911,0.554226113084976
0.631601012012382,0.265431728194832,0.837002500707869,0.551399971829583
0.579149249967191,0.20778270985821,1.24740162309725,0.84207591393502
0.521389238236291,0.157205741867758,1.09123253682126,0.573867172882537
